table	leftCategory	rightCategory
BC	X00237	S00231
BC	X00237	S00237
BC	X00237	S00243
BC	X00237	S00249
BC	X00237	S00257
BC	X00237	S00263
BC	X00237	S00268
BC	X00237	S00272
BC	X00237	S00274
BC	X00237	S00279
BC	X00237	S00284
BC	X00237	S00289
BC	X00237	S00300
BC	X00237	S00310
BC	X00237	S00315
BC	X00237	S00319
BC	X00237	S00321
BC	X00237	S00326
BC	X00237	S00331
BC	X00237	S00336
BC	X00237	S00347
BC	X00237	S00353
BC	X00237	S00359
BC	X00237	S00363
BC	X00237	S00370
BC	X00237	S00380
BC	X00237	S00385
BC	X00237	S00390
BC	X00237	S00394
BC	X00237	S00399
BC	X00237	S00406
BC	X00237	S00411
BC	X00237	S00414
BC	X00237	S00418
BC	X00237	S00423
BC	X00237	S00428
BC	X00237	S00440
BC	X00237	S00450
BC	X00237	S00455
BC	X00237	S00459
BC	X00238	S00155
BC	X00238	S00156
BC	X00238	S00161
BC	X00238	S00163
BC	X00238	S00172
BC	X00238	S00173
BC	X00238	S00177
BC	X00238	S00178
BC	X00238	S00186
BC	X00238	S00188
BC	X00238	S00196
BC	X00238	S00198
BC	X00238	S00201
BC	X00238	S00203
BC	X00238	S00207
BC	X00238	S00208
BC	X00238	S00212
BC	X00238	S00213
BC	X00238	S00217
BC	X00238	S00218
BC	X00238	S00221
BC	X00238	S00223
BC	X00238	S00227
BC	X00238	S00228
BC	X00238	S00231
BC	X00238	S00232
BC	X00238	S00237
BC	X00238	S00241
BC	X00238	S00243
BC	X00238	S00244
BC	X00238	S00249
BC	X00238	S00250
BC	X00238	S00255
BC	X00238	S00257
BC	X00238	S00262
BC	X00238	S00263
BC	X00238	S00266
BC	X00238	S00268
BC	X00238	S00269
BC	X00238	S00272
BC	X00238	S00274
BC	X00238	S00277
BC	X00238	S00279
BC	X00238	S00282
BC	X00238	S00284
BC	X00238	S00287
BC	X00238	S00289
BC	X00238	S00292
BC	X00238	S00293
BC	X00238	S00299
BC	X00238	S00300
BC	X00238	S00308
BC	X00238	S00310
BC	X00238	S00314
BC	X00238	S00315
BC	X00238	S00319
BC	X00238	S00320
BC	X00238	S00321
BC	X00238	S00325
BC	X00238	S00326
BC	X00238	S00329
BC	X00238	S00331
BC	X00238	S00335
BC	X00238	S00336
BC	X00238	S00345
BC	X00238	S00347
BC	X00238	S00348
BC	X00238	S00353
BC	X00238	S00357
BC	X00238	S00359
BC	X00238	S00361
BC	X00238	S00363
BC	X00238	S00368
BC	X00238	S00370
BC	X00238	S00379
BC	X00238	S00380
BC	X00238	S00384
BC	X00238	S00385
BC	X00238	S00388
BC	X00238	S00390
BC	X00238	S00392
BC	X00238	S00394
BC	X00238	S00398
BC	X00238	S00399
BC	X00238	S00402
BC	X00238	S00406
BC	X00238	S00410
BC	X00238	S00411
BC	X00238	S00414
BC	X00238	S00415
BC	X00238	S00418
BC	X00238	S00420
BC	X00238	S00423
BC	X00238	S00426
BC	X00238	S00428
BC	X00238	S00431
BC	X00238	S00437
BC	X00238	S00440
BC	X00238	S00448
BC	X00238	S00450
BC	X00238	S00454
BC	X00238	S00455
BC	X00238	S00458
BC	X00238	S00459
BC	X00239	S00155
BC	X00239	S00156
BC	X00239	S00160
BC	X00239	S00161
BC	X00239	S00163
BC	X00239	S00171
BC	X00239	S00172
BC	X00239	S00173
BC	X00239	S00176
BC	X00239	S00177
BC	X00239	S00178
BC	X00239	S00181
BC	X00239	S00185
BC	X00239	S00186
BC	X00239	S00188
BC	X00239	S00196
BC	X00239	S00197
BC	X00239	S00198
BC	X00239	S00201
BC	X00239	S00202
BC	X00239	S00203
BC	X00239	S00206
BC	X00239	S00207
BC	X00239	S00208
BC	X00239	S00211
BC	X00239	S00212
BC	X00239	S00213
BC	X00239	S00216
BC	X00239	S00217
BC	X00239	S00218
BC	X00239	S00221
BC	X00239	S00222
BC	X00239	S00223
BC	X00239	S00226
BC	X00239	S00227
BC	X00239	S00228
BC	X00239	S00229
BC	X00239	S00231
BC	X00239	S00232
BC	X00239	S00234
BC	X00239	S00237
BC	X00239	S00239
BC	X00239	S00241
BC	X00239	S00243
BC	X00239	S00244
BC	X00239	S00246
BC	X00239	S00249
BC	X00239	S00250
BC	X00239	S00254
BC	X00239	S00255
BC	X00239	S00257
BC	X00239	S00261
BC	X00239	S00262
BC	X00239	S00263
BC	X00239	S00266
BC	X00239	S00267
BC	X00239	S00268
BC	X00239	S00269
BC	X00239	S00270
BC	X00239	S00272
BC	X00239	S00274
BC	X00239	S00276
BC	X00239	S00277
BC	X00239	S00279
BC	X00239	S00281
BC	X00239	S00282
BC	X00239	S00284
BC	X00239	S00286
BC	X00239	S00287
BC	X00239	S00289
BC	X00239	S00291
BC	X00239	S00292
BC	X00239	S00293
BC	X00239	S00298
BC	X00239	S00299
BC	X00239	S00300
BC	X00239	S00308
BC	X00239	S00309
BC	X00239	S00310
BC	X00239	S00313
BC	X00239	S00314
BC	X00239	S00315
BC	X00239	S00318
BC	X00239	S00319
BC	X00239	S00320
BC	X00239	S00321
BC	X00239	S00324
BC	X00239	S00325
BC	X00239	S00326
BC	X00239	S00329
BC	X00239	S00330
BC	X00239	S00331
BC	X00239	S00334
BC	X00239	S00335
BC	X00239	S00336
BC	X00239	S00339
BC	X00239	S00342
BC	X00239	S00345
BC	X00239	S00347
BC	X00239	S00348
BC	X00239	S00350
BC	X00239	S00353
BC	X00239	S00355
BC	X00239	S00357
BC	X00239	S00359
BC	X00239	S00360
BC	X00239	S00361
BC	X00239	S00363
BC	X00239	S00367
BC	X00239	S00368
BC	X00239	S00370
BC	X00239	S00378
BC	X00239	S00379
BC	X00239	S00380
BC	X00239	S00383
BC	X00239	S00384
BC	X00239	S00385
BC	X00239	S00388
BC	X00239	S00389
BC	X00239	S00390
BC	X00239	S00392
BC	X00239	S00393
BC	X00239	S00394
BC	X00239	S00397
BC	X00239	S00398
BC	X00239	S00399
BC	X00239	S00402
BC	X00239	S00403
BC	X00239	S00406
BC	X00239	S00409
BC	X00239	S00410
BC	X00239	S00411
BC	X00239	S00414
BC	X00239	S00415
BC	X00239	S00416
BC	X00239	S00418
BC	X00239	S00420
BC	X00239	S00421
BC	X00239	S00423
BC	X00239	S00425
BC	X00239	S00426
BC	X00239	S00428
BC	X00239	S00430
BC	X00239	S00431
BC	X00239	S00433
BC	X00239	S00437
BC	X00239	S00439
BC	X00239	S00440
BC	X00239	S00448
BC	X00239	S00449
BC	X00239	S00450
BC	X00239	S00453
BC	X00239	S00454
BC	X00239	S00455
BC	X00239	S00458
BC	X00239	S00459
BC	X00240	S00171
BC	X00240	S00172
BC	X00240	S00173
BC	X00240	S00196
BC	X00240	S00197
BC	X00240	S00198
BC	X00240	S00229
BC	X00240	S00231
BC	X00240	S00232
BC	X00240	S00234
BC	X00240	S00237
BC	X00240	S00239
BC	X00240	S00241
BC	X00240	S00243
BC	X00240	S00244
BC	X00240	S00246
BC	X00240	S00249
BC	X00240	S00250
BC	X00240	S00308
BC	X00240	S00309
BC	X00240	S00310
BC	X00240	S00342
BC	X00240	S00345
BC	X00240	S00347
BC	X00240	S00348
BC	X00240	S00350
BC	X00240	S00353
BC	X00240	S00355
BC	X00240	S00357
BC	X00240	S00359
BC	X00240	S00360
BC	X00240	S00361
BC	X00240	S00363
BC	X00240	S00378
BC	X00240	S00379
BC	X00240	S00380
BC	X00240	S00448
BC	X00240	S00449
BC	X00240	S00450
BC	X00241	S00155
BC	X00241	S00156
BC	X00241	S00160
BC	X00241	S00161
BC	X00241	S00163
BC	X00241	S00176
BC	X00241	S00177
BC	X00241	S00178
BC	X00241	S00181
BC	X00241	S00185
BC	X00241	S00186
BC	X00241	S00188
BC	X00241	S00201
BC	X00241	S00202
BC	X00241	S00203
BC	X00241	S00206
BC	X00241	S00207
BC	X00241	S00208
BC	X00241	S00211
BC	X00241	S00212
BC	X00241	S00213
BC	X00241	S00216
BC	X00241	S00217
BC	X00241	S00218
BC	X00241	S00221
BC	X00241	S00222
BC	X00241	S00223
BC	X00241	S00226
BC	X00241	S00227
BC	X00241	S00228
BC	X00241	S00254
BC	X00241	S00255
BC	X00241	S00257
BC	X00241	S00261
BC	X00241	S00262
BC	X00241	S00263
BC	X00241	S00266
BC	X00241	S00267
BC	X00241	S00268
BC	X00241	S00269
BC	X00241	S00270
BC	X00241	S00272
BC	X00241	S00274
BC	X00241	S00276
BC	X00241	S00277
BC	X00241	S00279
BC	X00241	S00281
BC	X00241	S00282
BC	X00241	S00284
BC	X00241	S00286
BC	X00241	S00287
BC	X00241	S00289
BC	X00241	S00291
BC	X00241	S00292
BC	X00241	S00293
BC	X00241	S00298
BC	X00241	S00299
BC	X00241	S00300
BC	X00241	S00313
BC	X00241	S00314
BC	X00241	S00315
BC	X00241	S00318
BC	X00241	S00319
BC	X00241	S00320
BC	X00241	S00321
BC	X00241	S00324
BC	X00241	S00325
BC	X00241	S00326
BC	X00241	S00329
BC	X00241	S00330
BC	X00241	S00331
BC	X00241	S00334
BC	X00241	S00335
BC	X00241	S00336
BC	X00241	S00339
BC	X00241	S00367
BC	X00241	S00368
BC	X00241	S00370
BC	X00241	S00383
BC	X00241	S00384
BC	X00241	S00385
BC	X00241	S00388
BC	X00241	S00389
BC	X00241	S00390
BC	X00241	S00392
BC	X00241	S00393
BC	X00241	S00394
BC	X00241	S00397
BC	X00241	S00398
BC	X00241	S00399
BC	X00241	S00402
BC	X00241	S00403
BC	X00241	S00406
BC	X00241	S00409
BC	X00241	S00410
BC	X00241	S00411
BC	X00241	S00414
BC	X00241	S00415
BC	X00241	S00416
BC	X00241	S00418
BC	X00241	S00420
BC	X00241	S00421
BC	X00241	S00423
BC	X00241	S00425
BC	X00241	S00426
BC	X00241	S00428
BC	X00241	S00430
BC	X00241	S00431
BC	X00241	S00433
BC	X00241	S00437
BC	X00241	S00439
BC	X00241	S00440
BC	X00241	S00453
BC	X00241	S00454
BC	X00241	S00455
BC	X00241	S00458
BC	X00241	S00459
BC	X00242	S00231
BC	X00242	S00237
BC	X00242	S00243
BC	X00242	S00249
BC	X00242	S00347
BC	X00242	S00353
BC	X00242	S00359
BC	X00242	S00363
BC	X00243	S00231
BC	X00243	S00232
BC	X00243	S00237
BC	X00243	S00241
BC	X00243	S00243
BC	X00243	S00244
BC	X00243	S00249
BC	X00243	S00250
BC	X00243	S00345
BC	X00243	S00347
BC	X00243	S00348
BC	X00243	S00353
BC	X00243	S00357
BC	X00243	S00359
BC	X00243	S00361
BC	X00243	S00363
BC	X00244	S00156
BC	X00244	S00163
BC	X00244	S00173
BC	X00244	S00178
BC	X00244	S00188
BC	X00244	S00198
BC	X00244	S00203
BC	X00244	S00208
BC	X00244	S00213
BC	X00244	S00218
BC	X00244	S00223
BC	X00244	S00228
BC	X00244	S00231
BC	X00244	S00237
BC	X00244	S00243
BC	X00244	S00249
BC	X00244	S00257
BC	X00244	S00263
BC	X00244	S00268
BC	X00244	S00272
BC	X00244	S00274
BC	X00244	S00279
BC	X00244	S00284
BC	X00244	S00289
BC	X00244	S00300
BC	X00244	S00310
BC	X00244	S00315
BC	X00244	S00319
BC	X00244	S00321
BC	X00244	S00326
BC	X00244	S00331
BC	X00244	S00336
BC	X00244	S00347
BC	X00244	S00353
BC	X00244	S00359
BC	X00244	S00363
BC	X00244	S00370
BC	X00244	S00380
BC	X00244	S00385
BC	X00244	S00390
BC	X00244	S00394
BC	X00244	S00399
BC	X00244	S00406
BC	X00244	S00411
BC	X00244	S00414
BC	X00244	S00418
BC	X00244	S00423
BC	X00244	S00428
BC	X00244	S00440
BC	X00244	S00450
BC	X00244	S00455
BC	X00244	S00459
BC	X00245	S00155
BC	X00245	S00156
BC	X00245	S00161
BC	X00245	S00163
BC	X00245	S00172
BC	X00245	S00173
BC	X00245	S00177
BC	X00245	S00178
BC	X00245	S00186
BC	X00245	S00188
BC	X00245	S00196
BC	X00245	S00198
BC	X00245	S00201
BC	X00245	S00203
BC	X00245	S00207
BC	X00245	S00208
BC	X00245	S00212
BC	X00245	S00213
BC	X00245	S00217
BC	X00245	S00218
BC	X00245	S00221
BC	X00245	S00223
BC	X00245	S00227
BC	X00245	S00228
BC	X00245	S00231
BC	X00245	S00232
BC	X00245	S00237
BC	X00245	S00241
BC	X00245	S00243
BC	X00245	S00244
BC	X00245	S00249
BC	X00245	S00250
BC	X00245	S00255
BC	X00245	S00257
BC	X00245	S00262
BC	X00245	S00263
BC	X00245	S00266
BC	X00245	S00268
BC	X00245	S00269
BC	X00245	S00272
BC	X00245	S00274
BC	X00245	S00277
BC	X00245	S00279
BC	X00245	S00282
BC	X00245	S00284
BC	X00245	S00287
BC	X00245	S00289
BC	X00245	S00292
BC	X00245	S00293
BC	X00245	S00299
BC	X00245	S00300
BC	X00245	S00308
BC	X00245	S00310
BC	X00245	S00314
BC	X00245	S00315
BC	X00245	S00319
BC	X00245	S00320
BC	X00245	S00321
BC	X00245	S00325
BC	X00245	S00326
BC	X00245	S00329
BC	X00245	S00331
BC	X00245	S00335
BC	X00245	S00336
BC	X00245	S00345
BC	X00245	S00347
BC	X00245	S00348
BC	X00245	S00353
BC	X00245	S00357
BC	X00245	S00359
BC	X00245	S00361
BC	X00245	S00363
BC	X00245	S00368
BC	X00245	S00370
BC	X00245	S00379
BC	X00245	S00380
BC	X00245	S00384
BC	X00245	S00385
BC	X00245	S00388
BC	X00245	S00390
BC	X00245	S00392
BC	X00245	S00394
BC	X00245	S00398
BC	X00245	S00399
BC	X00245	S00402
BC	X00245	S00406
BC	X00245	S00410
BC	X00245	S00411
BC	X00245	S00414
BC	X00245	S00415
BC	X00245	S00418
BC	X00245	S00420
BC	X00245	S00423
BC	X00245	S00426
BC	X00245	S00428
BC	X00245	S00431
BC	X00245	S00437
BC	X00245	S00440
BC	X00245	S00448
BC	X00245	S00450
BC	X00245	S00454
BC	X00245	S00455
BC	X00245	S00458
BC	X00245	S00459
BC	X00246	S00155
BC	X00246	S00156
BC	X00246	S00160
BC	X00246	S00161
BC	X00246	S00163
BC	X00246	S00171
BC	X00246	S00172
BC	X00246	S00173
BC	X00246	S00176
BC	X00246	S00177
BC	X00246	S00178
BC	X00246	S00181
BC	X00246	S00185
BC	X00246	S00186
BC	X00246	S00188
BC	X00246	S00196
BC	X00246	S00197
BC	X00246	S00198
BC	X00246	S00201
BC	X00246	S00202
BC	X00246	S00203
BC	X00246	S00206
BC	X00246	S00207
BC	X00246	S00208
BC	X00246	S00211
BC	X00246	S00212
BC	X00246	S00213
BC	X00246	S00216
BC	X00246	S00217
BC	X00246	S00218
BC	X00246	S00221
BC	X00246	S00222
BC	X00246	S00223
BC	X00246	S00226
BC	X00246	S00227
BC	X00246	S00228
BC	X00246	S00229
BC	X00246	S00231
BC	X00246	S00232
BC	X00246	S00234
BC	X00246	S00237
BC	X00246	S00239
BC	X00246	S00241
BC	X00246	S00243
BC	X00246	S00244
BC	X00246	S00246
BC	X00246	S00249
BC	X00246	S00250
BC	X00246	S00254
BC	X00246	S00255
BC	X00246	S00257
BC	X00246	S00261
BC	X00246	S00262
BC	X00246	S00263
BC	X00246	S00266
BC	X00246	S00267
BC	X00246	S00268
BC	X00246	S00269
BC	X00246	S00270
BC	X00246	S00272
BC	X00246	S00274
BC	X00246	S00276
BC	X00246	S00277
BC	X00246	S00279
BC	X00246	S00281
BC	X00246	S00282
BC	X00246	S00284
BC	X00246	S00286
BC	X00246	S00287
BC	X00246	S00289
BC	X00246	S00291
BC	X00246	S00292
BC	X00246	S00293
BC	X00246	S00298
BC	X00246	S00299
BC	X00246	S00300
BC	X00246	S00308
BC	X00246	S00309
BC	X00246	S00310
BC	X00246	S00313
BC	X00246	S00314
BC	X00246	S00315
BC	X00246	S00318
BC	X00246	S00319
BC	X00246	S00320
BC	X00246	S00321
BC	X00246	S00324
BC	X00246	S00325
BC	X00246	S00326
BC	X00246	S00329
BC	X00246	S00330
BC	X00246	S00331
BC	X00246	S00334
BC	X00246	S00335
BC	X00246	S00336
BC	X00246	S00339
BC	X00246	S00342
BC	X00246	S00345
BC	X00246	S00347
BC	X00246	S00348
BC	X00246	S00350
BC	X00246	S00353
BC	X00246	S00355
BC	X00246	S00357
BC	X00246	S00359
BC	X00246	S00360
BC	X00246	S00361
BC	X00246	S00363
BC	X00246	S00367
BC	X00246	S00368
BC	X00246	S00370
BC	X00246	S00378
BC	X00246	S00379
BC	X00246	S00380
BC	X00246	S00383
BC	X00246	S00384
BC	X00246	S00385
BC	X00246	S00388
BC	X00246	S00389
BC	X00246	S00390
BC	X00246	S00392
BC	X00246	S00393
BC	X00246	S00394
BC	X00246	S00397
BC	X00246	S00398
BC	X00246	S00399
BC	X00246	S00402
BC	X00246	S00403
BC	X00246	S00406
BC	X00246	S00409
BC	X00246	S00410
BC	X00246	S00411
BC	X00246	S00414
BC	X00246	S00415
BC	X00246	S00416
BC	X00246	S00418
BC	X00246	S00420
BC	X00246	S00421
BC	X00246	S00423
BC	X00246	S00425
BC	X00246	S00426
BC	X00246	S00428
BC	X00246	S00430
BC	X00246	S00431
BC	X00246	S00433
BC	X00246	S00437
BC	X00246	S00439
BC	X00246	S00440
BC	X00246	S00448
BC	X00246	S00449
BC	X00246	S00450
BC	X00246	S00453
BC	X00246	S00454
BC	X00246	S00455
BC	X00246	S00458
BC	X00246	S00459
BC	X00247	S00231
BC	X00247	S00237
BC	X00247	S00243
BC	X00247	S00249
BC	X00247	S00347
BC	X00247	S00353
BC	X00247	S00359
BC	X00247	S00363
BC	X00248	S00231
BC	X00248	S00232
BC	X00248	S00237
BC	X00248	S00241
BC	X00248	S00243
BC	X00248	S00244
BC	X00248	S00249
BC	X00248	S00250
BC	X00248	S00345
BC	X00248	S00347
BC	X00248	S00348
BC	X00248	S00353
BC	X00248	S00357
BC	X00248	S00359
BC	X00248	S00361
BC	X00248	S00363
BC	X00249	S00156
BC	X00249	S00163
BC	X00249	S00173
BC	X00249	S00178
BC	X00249	S00188
BC	X00249	S00198
BC	X00249	S00203
BC	X00249	S00208
BC	X00249	S00213
BC	X00249	S00218
BC	X00249	S00223
BC	X00249	S00228
BC	X00249	S00231
BC	X00249	S00237
BC	X00249	S00243
BC	X00249	S00249
BC	X00249	S00257
BC	X00249	S00263
BC	X00249	S00268
BC	X00249	S00272
BC	X00249	S00274
BC	X00249	S00279
BC	X00249	S00284
BC	X00249	S00289
BC	X00249	S00300
BC	X00249	S00310
BC	X00249	S00315
BC	X00249	S00319
BC	X00249	S00321
BC	X00249	S00326
BC	X00249	S00331
BC	X00249	S00336
BC	X00249	S00347
BC	X00249	S00353
BC	X00249	S00359
BC	X00249	S00363
BC	X00249	S00370
BC	X00249	S00380
BC	X00249	S00385
BC	X00249	S00390
BC	X00249	S00394
BC	X00249	S00399
BC	X00249	S00406
BC	X00249	S00411
BC	X00249	S00414
BC	X00249	S00418
BC	X00249	S00423
BC	X00249	S00428
BC	X00249	S00440
BC	X00249	S00450
BC	X00249	S00455
BC	X00249	S00459
BC	X00250	S00156
BC	X00250	S00163
BC	X00250	S00178
BC	X00250	S00188
BC	X00250	S00203
BC	X00250	S00208
BC	X00250	S00213
BC	X00250	S00218
BC	X00250	S00223
BC	X00250	S00228
BC	X00250	S00257
BC	X00250	S00263
BC	X00250	S00268
BC	X00250	S00272
BC	X00250	S00274
BC	X00250	S00279
BC	X00250	S00284
BC	X00250	S00289
BC	X00250	S00300
BC	X00250	S00315
BC	X00250	S00319
BC	X00250	S00321
BC	X00250	S00326
BC	X00250	S00331
BC	X00250	S00336
BC	X00250	S00370
BC	X00250	S00385
BC	X00250	S00390
BC	X00250	S00394
BC	X00250	S00399
BC	X00250	S00406
BC	X00250	S00411
BC	X00250	S00414
BC	X00250	S00418
BC	X00250	S00423
BC	X00250	S00428
BC	X00250	S00440
BC	X00250	S00455
BC	X00250	S00459
BC	X00251	S00155
BC	X00251	S00156
BC	X00251	S00161
BC	X00251	S00163
BC	X00251	S00172
BC	X00251	S00173
BC	X00251	S00177
BC	X00251	S00178
BC	X00251	S00186
BC	X00251	S00188
BC	X00251	S00196
BC	X00251	S00198
BC	X00251	S00201
BC	X00251	S00203
BC	X00251	S00207
BC	X00251	S00208
BC	X00251	S00212
BC	X00251	S00213
BC	X00251	S00217
BC	X00251	S00218
BC	X00251	S00221
BC	X00251	S00223
BC	X00251	S00227
BC	X00251	S00228
BC	X00251	S00231
BC	X00251	S00232
BC	X00251	S00237
BC	X00251	S00241
BC	X00251	S00243
BC	X00251	S00244
BC	X00251	S00249
BC	X00251	S00250
BC	X00251	S00255
BC	X00251	S00257
BC	X00251	S00262
BC	X00251	S00263
BC	X00251	S00266
BC	X00251	S00268
BC	X00251	S00269
BC	X00251	S00272
BC	X00251	S00274
BC	X00251	S00277
BC	X00251	S00279
BC	X00251	S00282
BC	X00251	S00284
BC	X00251	S00287
BC	X00251	S00289
BC	X00251	S00292
BC	X00251	S00293
BC	X00251	S00299
BC	X00251	S00300
BC	X00251	S00308
BC	X00251	S00310
BC	X00251	S00314
BC	X00251	S00315
BC	X00251	S00319
BC	X00251	S00320
BC	X00251	S00321
BC	X00251	S00325
BC	X00251	S00326
BC	X00251	S00329
BC	X00251	S00331
BC	X00251	S00335
BC	X00251	S00336
BC	X00251	S00345
BC	X00251	S00347
BC	X00251	S00348
BC	X00251	S00353
BC	X00251	S00357
BC	X00251	S00359
BC	X00251	S00361
BC	X00251	S00363
BC	X00251	S00368
BC	X00251	S00370
BC	X00251	S00379
BC	X00251	S00380
BC	X00251	S00384
BC	X00251	S00385
BC	X00251	S00388
BC	X00251	S00390
BC	X00251	S00392
BC	X00251	S00394
BC	X00251	S00398
BC	X00251	S00399
BC	X00251	S00402
BC	X00251	S00406
BC	X00251	S00410
BC	X00251	S00411
BC	X00251	S00414
BC	X00251	S00415
BC	X00251	S00418
BC	X00251	S00420
BC	X00251	S00423
BC	X00251	S00426
BC	X00251	S00428
BC	X00251	S00431
BC	X00251	S00437
BC	X00251	S00440
BC	X00251	S00448
BC	X00251	S00450
BC	X00251	S00454
BC	X00251	S00455
BC	X00251	S00458
BC	X00251	S00459
BC	X00252	S00047
BC	X00252	S00050
BC	X00252	S00053
BC	X00252	S00072
BC	X00252	S00076
BC	X00252	S00082
BC	X00252	S00093
BC	X00252	S00102
BC	X00252	S00103
BC	X00252	S00112
BC	X00252	S00113
BC	X00252	S00114
BC	X00252	S00120
BC	X00252	S00121
BC	X00252	S00122
BC	X00252	S00131
BC	X00252	S00132
BC	X00252	S00141
BC	X00252	S00142
BC	X00252	S00143
BC	X00252	S00149
BC	X00252	S00150
BC	X00252	S00460
BC	X00252	S00461
BC	X00252	S00462
BC	X00252	S00473
BC	X00252	S00485
BC	X00252	S00486
BC	X00252	S00487
BC	X00252	S00498
BC	X00252	S00499
BC	X00252	S00500
BC	X00253	S00058
BC	X00253	S00079
BC	X00253	S00108
BC	X00253	S00118
BC	X00253	S00127
BC	X00253	S00135
BC	X00253	S00147
BC	X00253	S00153
BC	X00253	S00468
BC	X00253	S00478
BC	X00253	S00491
BC	X00253	S00501
BC	X00254	S00048
BC	X00254	S00050
BC	X00254	S00073
BC	X00254	S00076
BC	X00254	S00092
BC	X00254	S00102
BC	X00254	S00113
BC	X00254	S00115
BC	X00254	S00121
BC	X00254	S00124
BC	X00254	S00131
BC	X00254	S00133
BC	X00254	S00140
BC	X00254	S00142
BC	X00254	S00151
BC	X00254	S00461
BC	X00254	S00464
BC	X00254	S00475
BC	X00254	S00484
BC	X00254	S00486
BC	X00254	S00497
BC	X00254	S00499
BC	X00255	S00058
BC	X00255	S00079
BC	X00255	S00108
BC	X00255	S00118
BC	X00255	S00127
BC	X00255	S00135
BC	X00255	S00147
BC	X00255	S00153
BC	X00255	S00467
BC	X00255	S00483
BC	X00255	S00496
BC	X00255	S00501
BC	X00256	S00047
BC	X00256	S00053
BC	X00256	S00072
BC	X00256	S00082
BC	X00256	S00093
BC	X00256	S00103
BC	X00256	S00112
BC	X00256	S00114
BC	X00256	S00120
BC	X00256	S00122
BC	X00256	S00132
BC	X00256	S00141
BC	X00256	S00143
BC	X00256	S00149
BC	X00256	S00150
BC	X00256	S00460
BC	X00256	S00463
BC	X00256	S00474
BC	X00256	S00485
BC	X00256	S00488
BC	X00256	S00498
BC	X00256	S00500
BC	X00257	S00050
BC	X00257	S00076
BC	X00257	S00102
BC	X00257	S00113
BC	X00257	S00121
BC	X00257	S00131
BC	X00257	S00142
BC	X00257	S00461
BC	X00257	S00486
BC	X00257	S00499
BC	X00258	S00058
BC	X00258	S00079
BC	X00258	S00108
BC	X00258	S00118
BC	X00258	S00127
BC	X00258	S00135
BC	X00258	S00147
BC	X00258	S00153
BC	X00258	S00468
BC	X00258	S00478
BC	X00258	S00491
BC	X00258	S00501
BC	X00259	S00056
BC	X00259	S00080
BC	X00259	S00098
BC	X00259	S00110
BC	X00259	S00127
BC	X00259	S00129
BC	X00259	S00137
BC	X00259	S00153
BC	X00259	S00472
BC	X00259	S00482
BC	X00259	S00495
BC	X00259	S00501
BC	X00260	S00055
BC	X00260	S00083
BC	X00260	S00099
BC	X00260	S00117
BC	X00260	S00125
BC	X00260	S00145
BC	X00260	S00152
BC	X00260	S00465
BC	X00260	S00476
BC	X00260	S00489
BC	X00261	S00091
BC	X00261	S00139
BC	X00262	S00048
BC	X00262	S00073
BC	X00262	S00115
BC	X00262	S00124
BC	X00262	S00133
BC	X00262	S00151
BC	X00262	S00464
BC	X00262	S00475
BC	X00262	S00497
BC	X00263	S00104
BC	X00263	S00145
BC	X00263	S00489
BC	X00264	S00051
BC	X00264	S00081
BC	X00264	S00097
BC	X00264	S00117
BC	X00264	S00125
BC	X00264	S00152
BC	X00264	S00465
BC	X00264	S00476
BC	X00265	S00057
BC	X00266	S00052
BC	X00266	S00077
BC	X00266	S00100
BC	X00267	S00058
BC	X00267	S00079
BC	X00267	S00108
BC	X00267	S00118
BC	X00267	S00127
BC	X00267	S00135
BC	X00267	S00147
BC	X00267	S00153
BC	X00267	S00467
BC	X00267	S00483
BC	X00267	S00496
BC	X00267	S00501
BC	X00268	S00049
BC	X00268	S00075
BC	X00268	S00101
BC	X00268	S00111
BC	X00268	S00119
BC	X00268	S00130
BC	X00268	S00138
BC	X00269	S00048
BC	X00269	S00073
BC	X00269	S00115
BC	X00269	S00124
BC	X00269	S00133
BC	X00269	S00151
BC	X00269	S00464
BC	X00269	S00475
BC	X00269	S00497
BC	X00270	S00049
BC	X00270	S00075
BC	X00270	S00101
BC	X00270	S00111
BC	X00270	S00119
BC	X00270	S00130
BC	X00270	S00138
BC	X00271	S00044
BC	X00271	S00045
BC	X00271	S00070
BC	X00271	S00071
BC	X00271	S00094
BC	X00271	S00095
BC	X00271	S00109
BC	X00271	S00128
BC	X00271	S00136
BC	X00271	S00148
BC	X00271	S00153
BC	X00271	S00479
BC	X00271	S00492
BC	X00271	S00501
BC	X00272	S00044
BC	X00272	S00045
BC	X00272	S00070
BC	X00272	S00071
BC	X00272	S00094
BC	X00272	S00095
BC	X00272	S00109
BC	X00272	S00128
BC	X00272	S00136
BC	X00272	S00148
BC	X00272	S00153
BC	X00272	S00479
BC	X00272	S00492
BC	X00272	S00501
BC	X00273	S00047
BC	X00273	S00050
BC	X00273	S00072
BC	X00273	S00076
BC	X00273	S00093
BC	X00273	S00102
BC	X00273	S00112
BC	X00273	S00113
BC	X00273	S00120
BC	X00273	S00121
BC	X00273	S00131
BC	X00273	S00141
BC	X00273	S00142
BC	X00273	S00149
BC	X00273	S00460
BC	X00273	S00461
BC	X00273	S00485
BC	X00273	S00486
BC	X00273	S00498
BC	X00273	S00499
BC	X00274	S00044
BC	X00274	S00045
BC	X00274	S00070
BC	X00274	S00071
BC	X00274	S00094
BC	X00274	S00095
BC	X00274	S00109
